Countries,Yield,Predictions_0 days before harvest,Predictions_16 days before harvest,Predictions_32 days before harvest,Predictions_48 days before harvest,Predictions_64 days before harvest,Predictions_80 days before harvest,Predictions_96 days before harvest,Predictions_112 days before harvest,Predictions_128 days before harvest,Error_0 days before harvest (%),Error_16 days before harvest (%),Error_32 days before harvest (%),Error_48 days before harvest (%),Error_64 days before harvest (%),Error_80 days before harvest (%),Error_96 days before harvest (%),Error_112 days before harvest (%),Error_128 days before harvest (%)
Central African Republic,701,1061.80964,1029.99841,1033.59172,1100.66734,1074.26283,1309.04866,1112.60353,1165.32305,1025.45442,51.47070471,46.93272611,47.44532382,57.01388588,53.24719401,86.74017974,58.7166234,66.23723966,46.2845107
Chad,1202.9,1481.46642,1472.28875,1475.09777,1508.26858,1549.46005,,,,,23.1579034,22.39494139,22.62846205,25.38603209,28.81037908,,,,
Chile,9181.4,10322.81681,10359.89223,10834.71779,10837.9299,10838.29678,10785.41148,10816.48333,10743.5489,10610.07684,12.43183839,12.83564848,18.00725151,18.04223648,18.04623238,17.47022763,17.80864933,17.01427778,15.56055547
China,6317.8,5398.60318,5740.41954,5770.86302,5757.88343,5736.57955,5860.28729,5751.33546,5599.0048,,-14.54931812,-9.138948052,-8.65707968,-8.862524455,-9.199728545,-7.241645984,-8.966167653,-11.37730223,
Colombia,4036.6,2992.76809,2911.29904,2829.40148,2774.12431,2830.1334,2829.97098,3095.65544,3088.35218,3325.85458,-25.8591862,-27.87744537,-29.90632017,-31.27571942,-29.88818808,-29.89221176,-23.31032453,-23.49125056,-17.60752663
Congo,1000,1180.35113,1171.87044,1188.43688,1187.63475,1194.05012,1143.26242,1153.5598,1129.65878,1125.25683,18.035113,17.187044,18.843688,18.763475,19.405012,14.326242,15.35598,12.965878,12.525683
Costa Rica,1837.6,2009.16088,2039.71475,2071.92449,2009.56948,2049.05815,2034.41078,1988.53691,,,9.336138441,10.9988436,12.75165923,9.358373966,11.50730028,10.71020788,8.213806596,,
Cote d'Ivoire,2083.5,2059.19724,2048.04192,2045.33396,2107.22751,2273.51896,2497.10422,2260.49878,2055.26957,2064.88514,-1.166439165,-1.701851692,-1.831823374,1.138829374,9.120180466,19.85141445,8.495261819,-1.354952244,-0.893441805
Croatia,8427.9,7804.67662,7834.45189,7898.25541,7802.16806,7882.10216,8193.64341,7252.59979,7647.78541,7177.22573,-7.394764769,-7.04147071,-6.284419488,-7.424529717,-6.476083485,-2.779536895,-13.94535068,-9.2563342,-14.83969043
Cuba,2000.1,2468.81634,2474.93279,2381.53963,2429.19244,,,,,,23.43464527,23.74045248,19.07102795,21.45354932,,,,,
Czechia,9463.5,7553.43799,7458.67344,7482.40944,7407.50768,7504.38905,8293.80614,8139.59678,7966.65736,7837.64483,-20.18346288,-21.18483183,-20.93401553,-21.72549606,-20.70175886,-12.36005558,-13.98957278,-15.81700893,-17.18027337
Democratic People's Republic of Korea,3796.1,3815.69912,3797.80818,3836.0079,3805.15994,3856.14813,3790.08312,3833.49176,3880.34854,3788.99615,0.516296199,0.044998288,1.051286847,0.238664419,1.581837412,-0.15850162,0.98500461,2.219344591,-0.187135481
Democratic Republic of the Congo,770.6,855.94282,874.96803,809.41299,,,,,,,11.07485336,13.54373605,5.036723332,,,,,,
Denmark,6248.4,5969.79475,5858.90337,5856.84092,5868.63653,6092.36095,5903.34456,6180.03924,6241.94328,6941.08509,-4.458825459,-6.233541867,-6.266549517,-6.077771429,-2.4972641,-5.522300749,-1.094052237,-0.103333973,11.0857994
Dominica,1644.5,1571.25593,,,,,,,,,-4.453880815,,,,,,,,
Dominican Republic,1793.8,2440.30588,2422.75572,2412.24482,2448.16939,1866.19541,2065.66463,1554.18427,1506.49287,,36.04113502,35.06275616,34.47679897,36.47950663,4.035868547,15.15579385,-13.35799587,-16.01667577,
Ecuador,3823.3,2628.96774,2631.76617,2660.83212,2667.44753,2692.09312,2619.52983,2611.00642,2648.11233,2842.39916,-31.23825648,-31.16506238,-30.40483038,-30.23180159,-29.58718594,-31.48510894,-31.70804227,-30.73752177,-25.65586901
Egypt,7776.7,6470.18645,6492.69322,6824.73882,6881.17702,6903.99833,5605.97807,7066.46898,6975.59746,6821.26131,-16.80035941,-16.51094655,-12.24119717,-11.5154626,-11.22200509,-27.91314992,-9.132807232,-10.30131727,-12.28591421
El Salvador,2949.4,2854.61614,2843.47092,2862.31712,2816.33188,2650.49799,2737.05165,2759.26878,,,-3.21366583,-3.591546755,-2.952562555,-4.511701363,-10.13433275,-7.199713501,-6.446437241,,
Eritrea,1000,1273.22351,1080.04131,1083.40164,987.05018,1011.29334,,,,,27.322351,8.004131,8.340164,-1.294982,1.129334,,,,
Eswatini,1279.4,1529.78127,1553.77859,1552.17848,1528.74662,1518.09718,1465.36792,1505.82914,1678.16194,1645.33837,19.57021025,21.4458801,21.32081288,19.48934032,18.65696264,14.53555729,17.69807253,31.16788651,28.6023425
Ethiopia,4240.4,2539.87568,2547.8816,2567.3504,2547.01064,2547.85749,2491.90521,2500.79661,2730.69671,2576.40345,-40.10292237,-39.91412131,-39.45499481,-39.93466088,-39.91468989,-41.23419465,-41.0245116,-35.60285091,-39.24149962
Fiji,3200,2570.23564,2620.76262,2661.41922,2596.87901,2572.26566,2501.9411,2531.94381,2589.22379,2604.85431,-19.68013625,-18.10116812,-16.83064937,-18.84753094,-19.61669813,-21.81434062,-20.87675594,-19.08675656,-18.59830281
France,7934.2,8383.10808,8421.28466,8458.99683,8410.22783,8347.82836,8569.7575,8301.77785,8528.08971,8551.69869,5.657887122,6.139051952,6.614363515,5.999695369,5.213233344,8.010353911,4.632828136,7.485187038,7.782746717
Gabon,1561.6,1748.24334,1770.33936,1766.70532,1737.61202,1718.12417,1662.95909,1656.31968,1638.14224,1647.89529,11.95205815,13.36701844,13.13430584,11.27126153,10.02332031,6.490720415,6.065553279,4.901526639,5.526081583
Gambia,583,1918.34729,1944.3391,2183.2282,3093.64104,3102.70554,1071.17813,,,,229.0475626,233.5058491,274.481681,430.6416878,432.1964906,83.7355283,,,
Georgia,3144.3,3536.62982,3500.24292,3471.11094,3526.93424,3565.25022,3542.5543,,,,12.47749324,11.32025952,10.39375823,12.16913908,13.38772445,12.66591292,,,
Germany,9587.4,8989.95708,8927.18067,8892.0136,8843.18751,8935.78821,9720.25622,9391.22789,9456.55033,9731.47449,-6.23154265,-6.886322986,-7.253128064,-7.76240159,-6.796543276,1.385737739,-2.046145045,-1.364808707,1.502748295
Ghana,2582.8,1898.18566,1900.31159,1907.54445,1874.14376,1855.84869,1851.57844,1842.39962,1767.91766,1943.67592,-26.5066726,-26.42436155,-26.14432205,-27.43751897,-28.14586147,-28.3111956,-28.66657813,-31.55034614,-24.74539569
Greece,10087.8,7646.13842,7579.6068,7564.55731,7717.71222,7904.68561,7644.61273,9736.51497,9386.67865,,-24.20410377,-24.86362933,-25.01281439,-23.49459525,-21.64113474,-24.21922788,-3.482275917,-6.950190825,
Grenada,995.5,1053.71068,1057.40785,1072.51466,1082.4444,1105.52838,1115.22995,,,,5.847381215,6.218769463,7.736279257,8.733741838,11.05257459,12.02711703,,,
Guatemala,2189.4,2385.52328,2406.12583,2416.4346,2421.43312,2402.70459,2333.33283,2290.81461,2210.53133,2274.31351,8.95785512,9.89886864,10.36971773,10.5980232,9.742604823,6.574076459,4.632073171,0.965165342,3.878391797
Guinea,1420,1459.84168,1459.20018,1472.57172,1462.94371,1494.94672,1506.14344,1580.59853,,,2.805752113,2.760576056,3.702233803,3.02420493,5.277938028,6.066439437,11.30975563,,
Guinea-Bissau,818,1103.62246,1117.02803,1152.3828,1220.00769,1173.7493,1085.67456,1055.32357,,,34.91717115,36.55599389,40.87809291,49.14519438,43.49013447,32.72305134,29.01266137,,
Guyana,1359.3,1780.3485,1977.24026,1977.64208,1793.96946,1952.5434,2493.03536,1542.01637,1444.14337,1331.44661,30.97539175,45.46018245,45.48974325,31.97744869,43.6433017,83.40582359,13.44194585,6.241695726,-2.049098065
Haiti,558.1,1317.41881,1338.91789,1322.42122,1343.72022,1404.43718,1152.72231,1168.36831,1061.53224,1018.79859,136.0542573,139.9064487,136.9505859,140.7669271,151.646153,106.5440441,109.3474843,90.20466583,82.54767784
Honduras,1837.2,1672.63846,1693.5176,1694.99216,1641.78612,,,,,,-8.957192467,-7.820727194,-7.740465926,-10.63650555,,,,,
Hungary,8527.4,7711.10243,7726.04739,7769.73928,7734.24592,7724.30149,8099.22038,6951.97942,7159.52393,7472.52843,-9.572643127,-9.397385018,-8.885014424,-9.301241645,-9.417859019,-5.02122124,-18.47480569,-16.04095117,-12.37037749
